spotify_id,name,birthday,popularity,genres
540vIaP2JwjQb9dm3aArA4,DJ Snake,1986-06-13,77,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,1988-06-16,66,"['electropop', 'pop', 'pop rap']"
6vbY3hOaCAhC7VjucswgdS,Twista,1973-11-27,66,"['chicago rap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
3KNIG74xSTc3dj0TRy7pGX,BLEU,1994-04-05,67,"['alabama rap', 'pop rap', 'r&b', 'trap']"
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,1992-07-13,67,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'viral rap']"
7FOQfJbC3e4GNoheojERnF,SleazyWorld Go,,65,['viral rap']
6DvlemMOlMH6VD9tB7BPRf,Tom MacDonald,1988-09-21,65,"['bc underground hip hop', 'country rap', 'maga rap']"
2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,,71,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']"
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,1969-07-24,76,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
5g63iWaMJ2UrkZMkCC8dMi,Lil Tracy,1995-10-03,69,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']"
7yntSJ6uojO3z6GFUVwhAW,CORPSE,1997-08-08,68,"['dream smp', 'viral rap']"
1HwM5zlC5qNWhJtM00yXzG,DMX,1970-12-18,69,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
2qxJFvFYMEDqd7ui6kSAcq,Zedd,1989-09-02,74,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']"
2oX42qP5ineK3hrhBECLmj,Andy Grammer,1983-12-03,70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock']"
4qBgvVog0wzW75IQ48mU7v,KYLE,1993-05-18,65,"['pop', 'pop rap', 'rap', 'viral rap']"
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,1994-04-18,69,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']"
3ZHU5AKrUmIPnCFfr82QER,1nonly,,70,['aesthetic rap']
085pc2PYOi8bGKj0PNjekA,will.i.am,1975-03-15,72,"['dance pop', 'pop', 'pop rap']"
68DWke2VjdDmA75aJX5C57,Yelawolf,1979-12-30,65,"['alabama rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
4iDroUFo89Y7YBsdDTBmTD,Sueco,1997-01-28,65,"['cali rap', 'pop rap']"
6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,,65,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']"
5CiGnKThu5ctn9pBxv7DGa,benny blanco,1988-03-08,71,"['electropop', 'pop', 'pop rap']"
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,1982-02-16,66,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,1986-05-31,64,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,1990-12-26,67,['pop rap']
0YWxKQj2Go9CGHCp77UOyy,Fabolous,1977-11-18,66,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
6X8WdFjrNhXATMDSs26aCc,Curren$y,1981-04-04,64,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,,68,"['boy band', 'hip hop', 'rap']"
2y246nnP9pQT0E6v3ZMMOO,Night Lovell,1997-05-29,69,"['aesthetic rap', 'canadian hip hop', 'canadian trap', 'dark trap', 'ottawa rap', 'underground hip hop']"
03r4iKL2g2442PT9n2UKsx,Beastie Boys,,67,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']"
2rWCIhENZyPVDAeFC0ESWN,Josh A,,67,"['emo rap', 'pop rap', 'sad rap']"
3Fl1V19tmjt57oBdxXKAjJ,Blueface,1997-01-20,67,"['cali rap', 'trap']"
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,1972-05-20,70,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
3tqosLbNFNekyZyO2KJ6qd,Mike Sherm,1996-09-30,61,"['cali rap', 'viral rap']"
68kEuyFKyqrdQQLLsmiatm,Vince Staples,1993-07-02,68,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']"
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,1978-12-02,73,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']"
1ybINI1qPiFbwDXamRtwxD,Smino,1991-10-02,66,"['hip hop', 'rap', 'underground hip hop']"
6i392l38cR3uBPF0DbNs7S,Quality Control,,64,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']"
220xv2aB3dsGxaJI1gGs7l,Hotboii,2000-06-13,63,"['florida rap', 'pop rap', 'trap']"
08PvCOlef4xdOr20jFSTPd,Flo Milli,2000-01-09,66,"['dance pop', 'pop', 'viral rap']"
6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,1991-05-16,66,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']"
35sCXuy5gN6Or69rZ9vqBs,Birdman,1969-02-15,63,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
4kKaAWGdu6WW0W415RWaQA,South Park Mexican,1970-10-05,61,"['chicano rap', 'dirty south rap', 'gangster rap', 'houston rap', 'latin hip hop', 'texas latin rap']"
1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,1986-12-10,75,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']"
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1988-02-12,69,"['dance pop', 'edm', 'pop', 'pop rap']"
63GIj2yhFvX1Bzphb9JgVb,Fenix Flexin,,64,['cali rap']
0xOeVMOz2fVg5BJY3N6akT,Jaden,1998-07-08,69,"['hip hop', 'pop', 'rap']"
0FtsMKmZEq8fBWqdSOWtqp,03 Greedo,1987-07-26,64,"['cali rap', 'melodic rap', 'trap']"
0p4ViyfJUTW0IT4SCBLexf,Drakeo the Ruler,1993-12-01,62,"['cali rap', 'viral rap']"
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,,66,"['pop rap', 'rhode island rap', 'viral rap']"
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,1997-05-11,65,"['new jersey underground rap', 'pop rap', 'r&b', 'trap queen', 'viral rap']"
3EW0kQ1skZiK1NHg3Spt9J,Takeoff,1994-06-18,67,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne,1993-09-19,64,"['melodic rap', 'pluggnb', 'rap', 'trap', 'vapor trap']"
1grN0519h2zYqpRtYbDZAl,Larry June,1991-04-08,62,"['cali rap', 'rap', 'southern hip hop']"
1xr2G8Hlx4QWmT9HaUbmoO,Young Stoner Life,,66,"['hip hop', 'rap', 'southern hip hop', 'trap']"
0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,1982-06-14,66,"['alternative hip hop', 'gangster rap', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
4sb7rZNN93BSS6Gqgepo4v,Too $hort,1966-04-28,63,"['cali rap', 'gangster rap', 'golden age hip hop', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']"
5pnbUBPifNnlusY8kTBivi,Jadakiss,1975-05-27,66,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']"
4fZ8AuVP6Y8mLmCoybfKpC,Adam Calhoun,1980-09-05,61,"['country rap', 'military rap', 'redneck']"
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,,63,"['gangster rap', 'hip hop', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop']"
6FD0unjzGQhX3b6eMccMJe,Ghostface Killah,1970-05-09,67,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
2rwALQ1SXdfUWPUd6WOfYS,Aaron May,,64,"['hip hop', 'rap']"
6rIaHuCIUu32uj2CjlEBN3,Mike Dimes,,63,['rap']
3gGUMEwIX6XodWsYEvKSal,YBN Nahmir,1999-12-18,63,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,1994-02-24,66,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']"
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,1976-02-29,68,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']"
3ppQEG71r7jVpI8RudzycF,OHGEESY,,63,['cali rap']
1XlLhtgJjC4ROQZilBZAvw,Nic D,,64,['pop rap']
0WK3H9OErSn5zKOkOV5egm,DDG,1997-10-10,64,"['rap', 'trap', 'viral rap']"
5icKdCmMhNMYoAzVBAWt39,Dax,1994-03-22,64,"['canadian hip hop', 'ottawa rap', 'pop rap']"
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,1994-04-15,65,"['atl hip hop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
5Matrg5du62bXwer29cU5T,Benny The Butcher,1984-11-27,64,"['boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'southern hip hop', 'upstate ny rap']"
5bgfj5zUoWpyeVatGDjn6H,K CAMP,1990-04-27,62,"['atl hip hop', 'gangster rap', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'viral rap']"
2yQf6b8hxahZaT5dHlWaB1,Raekwon,1970-01-12,67,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,1989-10-04,63,"['atl hip hop', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,,71,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
3jksrX4oBklxR78ft8gv3j,Plies,1976-07-01,63,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
1iJdyDcY98X3GMnUesl7tf,Comethazine,1998-07-06,63,"['rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
3IaKn0ExWTMPqa0mscUYw3,Only The Family,,62,"['chicago rap', 'rap', 'southern hip hop', 'trap']"
4xtWjIlVuZwTCeqVAsgEXy,Insane Clown Posse,,63,['viral rap']
0sKsReKseslDlhxmbN6wLk,BabyTron,,61,"['detroit hip hop', 'scam rap', 'vapor trap', 'viral rap']"
1bhZt10yZVCJfp3HaNxJv8,Riovaz,,62,['aesthetic rap']
7Hjbimq43OgxaBRpFXic4x,Saba,1994-07-17,63,"['chicago rap', 'hip hop', 'rap', 'underground hip hop']"
34EP7KEpOjXcM2TCat1ISk,Wu-Tang Clan,,66,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,1983-06-19,71,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
44vREmJC0OlVZjZaGLqVEd,Morray,1992-09-09,63,['pop rap']
26s8LSolLfCIY88ysQbIuT,Three 6 Mafia,,62,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
5MbNzCW3qokGyoo9giHA3V,EARTHGANG,,65,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,1977-11-30,73,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']"
5OrB6Jhhrl9y2PK0pSV4VP,Young Money,,62,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4YEl33ar2WlUSF94Yh9CCf,KA$HDAMI,2004-12-16,61,"['aesthetic rap', 'pluggnb', 'viral rap']"
2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,1997-05-07,66,"['alternative r&b', 'dance pop', 'dmv rap', 'escape room', 'pop', 'trap queen']"
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,1993-05-17,65,"['dmv rap', 'hip hop', 'r&b', 'rap', 'underground hip hop']"
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,1990-06-07,69,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop', 'viral rap']"
5EvFsr3kj42KNv97ZEnqij,Shaggy,1968-10-22,72,"['pop rap', 'reggae fusion']"
44JEJiBvti7NiEhAfzWstv,MO3,1992-05-31,60,"['dfw rap', 'trap']"
7aBzpmFXB4WWpPl2F7RjBe,Wyclef Jean,1969-10-17,69,['rap kreyol']
3nViOFa3kZW8OMSNOzwr98,Queen Naija,1995-10-17,63,"['pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary', 'viral rap']"
0eVyjRhzZKke2KFYTcDkeu,The Alchemist,1977-10-25,64,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'rap', 'underground hip hop', 'west coast rap']"
6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana,1982-02-18,63,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']"
2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,1975-05-26,69,"['alternative r&b', 'conscious hip hop', 'hip pop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']"
0Yr4BBpK2dkCp2UsrJ9LZN,Bankrol Hayden,2001-09-30,64,"['melodic rap', 'viral rap']"
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,1992-12-12,61,"['dmv rap', 'drill', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
2hejA1Dkf8v8R0koF44FvW,Gera MX,1994-07-15,75,"['mexican hip hop', 'rap conciencia']"
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,,70,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
738wLrAtLtCtFOLvQBXOXp,Major Lazer,null,74,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
0ABk515kENDyATUdpCKVfW,Westside Gunn,1982-07-27,63,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'upstate ny rap']"
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,1967-12-13,67,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
1oH2B8tcHn4Gpl2bmmyd4A,La Santa Grifa,,71,"['mexican hip hop', 'tamaulipas rap']"
70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,1987-05-27,66,"['hip hop', 'queens hip hop', 'rap', 'southern hip hop', 'sudanese hip hop', 'sudanese pop', 'trap', 'underground hip hop']"
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,1989-03-23,64,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4IprNlQiJZUUJhDl0fL2SL,Quando Rondo,1999-03-23,61,"['melodic rap', 'pop rap', 'trap']"
44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,,62,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,,75,"['latin hip hop', 'mexican hip hop', 'narco rap']"
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,,68,"['dance pop', 'pop rap']"
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,1970-08-19,67,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
07VmOvmuBp9G0gb8BTrpn0,Mike Jones,1981-11-18,60,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0k7Xl1pqI3tu8sSEjo5oEg,Paul Wall,1981-03-11,61,"['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,,65,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']"
4P0dddbxPil35MNN9G2MEX,Cypress Hill,,66,"['chicano rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'rap rock', 'west coast rap']"
4PNHuWkk4ee6R8WEhFVPf5,NoCap,1998-08-20,61,"['alabama rap', 'atl trap', 'trap']"
2lrtGWxNXWjd0JzDLKXubI,Berner,1983-10-27,61,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
7B4hKK0S9QYnaoqa9OuwgX,Eazy-E,1964-09-07,64,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
23LbwefIODbyGdRbAz3urj,Yung Joc,1980-09-20,61,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3IstlZaHyUP9SONpulb4SM,Chris Webby,1988-10-13,61,"['indie pop rap', 'pop rap', 'rap']"
5nvWOyAkfNgVLKESq4fOj2,Montell Fish,,65,"['pittsburgh rap', 'pop']"
15oLsNy8mZYaIukh4eDhXy,Baby Smoove,,60,"['detroit trap', 'pluggnb', 'scam rap']"
0OpWIlokQeE7BNQMhuu2Nx,Colt Ford,1970-08-27,62,"['contemporary country', 'country', 'country rap', 'country road', 'modern country rock', 'redneck']"
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1988-03-15,62,"['comedy rap', 'pop rap', 'rap']"
2AfU5LYBVCiCtuCCfM7uVX,Kota the Friend,1992-10-16,63,"['hip hop', 'rap', 'underground hip hop']"
27w1NoOLMX7tJMYqcetPyG,VIC MENSA,1993-06-06,62,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
7hj7ffJe6UkF1gsMpuweSI,Yungeen Ace,1998-02-12,59,"['florida rap', 'melodic rap', 'pop rap', 'trap']"
6KZDXtSj0SzGOV705nNeh3,Kid Ink,1986-04-01,67,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0OEYE03fBF2VoTBxGuaUxL,Chri$tian Gate$,,63,"['emo rap', 'pop rap', 'sad rap', 'viral rap']"
12PSlydMSjEHzSCj9X5qv7,Baby Bash,1975-10-18,61,"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']"
1m7LSAMIB1BErIHYSOn32W,DJ Scheme,,63,"['underground hip hop', 'vapor trap', 'viral rap']"
0NIIxcxNHmOoyBx03SfTCD,Tinashe,1993-02-06,68,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
7EWU4FhUJM1sZQgQKdENeT,Hopsin,1985-07-18,62,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
3wyVrVrFCkukjdVIdirGVY,Lil Pump,2000-08-17,66,"['emo rap', 'miami hip hop', 'rap', 'trap']"
41klVmDluQZmGGqoidNfbe,Blac Youngsta,1990-04-08,60,"['gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,1992-04-12,62,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
5fyvTyetDr7gvLafBsEEhU,Shordie Shordie,,59,"['baltimore hip hop', 'cali rap', 'pop rap', 'viral rap']"
1xgl9yxqIVq8PEEMai38uV,tana,1998-06-24,62,"['hyperpop francais', 'pluggnb', 'viral rap']"
7e10JUMF7MJmmwYpnTSMI5,Dave East,1988-06-03,61,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
6ZhjJOJXXwnPS8PrXdmjLw,UGK,,59,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']"
1wiBLzTI7z9RUwEpNPdFT6,Mase,1975-08-27,64,"['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']"
0urTpYCsixqZwgNTkPJOJ4,Aaliyah,1979-01-16,65,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
3YcBF2ttyueytpXtEzn1Za,Incubus,,67,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']"
0st5vgzw9XkH5ALJiUM1lE,Slim Thug,1980-09-08,59,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,1998-09-10,65,"['rap', 'trap', 'underground hip hop', 'vapor trap']"
3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,1965-01-12,64,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock', 'rock']"
4d3yvTptO48nOYTPBcPFZC,Eve,1995-05-23,66,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
6FqXAd1hQl7vVdIQ3hhtgc,D. Savage,,60,"['plugg', 'pluggnb', 'rap', 'underground hip hop', 'vapor trap', 'viral rap']"
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,1987-04-09,62,"['pop', 'pop rap', 'r&b']"
1ScHz7wPPxVTEKsc9g3Z0c,Rxseboy,,63,"['aesthetic rap', 'sad lo-fi', 'sad rap']"
4yTmEo2clwWq2jwelvqgVv,Fredo Bang,1996-03-29,60,"['baton rouge rap', 'pop rap', 'southern hip hop', 'trap']"
5tth2a3v0sWwV1C7bApBdX,Lil' Kim,1974-07-11,64,"['alternative r&b', 'dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']"
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,1986-08-26,60,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
3u6lPufHw4Oww6D88rv6sB,Penelope Scott,,64,"['alt z', 'indie pop', 'modern indie pop', 'viral rap']"
2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,2001-09-23,62,['nyc rap']
7HnPsSFnXUJ8XiHt1UuQ23,Struggle Jennings,1980-05-31,59,['country rap']
3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,1972-01-17,61,"['atl hip hop', 'atlanta bass', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,1991-03-26,63,"['alternative r&b', 'dmv rap', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
31HjiqargV4NAw4GZqUale,Ace Hood,1988-05-11,61,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0rG0AZBscc8S8q1ahIsasI,JUVENILE,1975-03-25,58,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0E3pLs4jXz9tDQGY8m1A1d,JayDaYoungan,1998-07-15,59,"['melodic rap', 'pop rap', 'southern hip hop', 'trap']"
1Xfmvd48oOhEWkscWyEbh9,Lloyd,1986-01-03,65,"['dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
1hmTCch4tWOJmdqkf8nSRA,charlieonnafriday,,60,['pop rap']
74eX4C98E4FCrAMl39qRsJ,Theory of a Deadman,,63,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rap rock']"
6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,1992-06-20,64,"['dance pop', 'hyphy', 'pop rap', 'southern hip hop', 'viral rap']"
2p1fiYHYiXz9qi0JJyxBzN,Skepta,1982-09-19,71,"['birmingham grime', 'grime', 'instrumental grime', 'rap']"
7LvoDJUNGnOrPdGRzVtOJ9,Young M.A,1992-04-03,61,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'pop rap', 'rap', 'trap', 'viral rap']"
3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks,1982-04-30,65,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']"
7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,1986-03-26,64,"['pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1MXZ0hsGic96dWRDKwAwdr,Tyla Yaweh,1995-05-31,62,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
5KDIH2gF0VpelTqyQS7udb,Staind,,63,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']"
2VDZoCBGjxbHJbnzSX5nP6,Kxllswxtch,,60,"['dark trap', 'oc rap', 'scream rap', 'underground hip hop', 'viral rap']"
7tjVFCxJdwT4NdrTmjyjQ6,Muni Long,1988-09-14,64,"['indie r&b', 'pop', 'pop r&b', 'pop rap', 'r&b']"
3IJ21966TwNZI24MwZHMu4,Baby Tate,1996-05-13,63,"['alternative r&b', 'escape room', 'high vibe', 'r&b', 'trap queen', 'viral rap']"
